""	"LABNR"	"MATERIAL"	"SPECIES"	"SITE"	"PERIOD"	"CULTURE"	"LATITUDE"	"LONGITUDE"	"METHOD"	"CALAGE"	"CALSTD"	"REFERENCE"	"SIMPERIOD"	"SIMMATERIAL"
"15847"	"Bln-4165"	"charcoal"	"quercus"	"Lovosice, Schwarcenberská cihelna (Schwarzenberg brickyard)"	"Chalcolithic"	"Globular Amphora "	0	0	"14C"	5160	130	"Zápotocký 2000"	"chalcolithic"	"charcoal"
"15848"	"Ba-38"	"charcoal"	"nd"	"Lužany"	"Bronze Age"	"Urnenfeld"	0	0	"14C"	3200	200	"Usačev 1973"	"bronzeage"	"charcoal"
"15849"	"Ba-90"	"charcoal"	"nd"	"Lužany"	"Bronze Age"	"Urnenfeld"	0	0	"14C"	3500	120	"Usačev 1973"	"bronzeage"	"charcoal"
"15850"	"KN-2506"	"nd"	"nd"	"Makotrasy"	"Neolithic"	"Baalberge"	50.1445	14.2147	"14C"	5500	180	"Breunig 1987, 142, 166"	"neolithic"	"unknown"
"15851"	"GrN-6928"	"nd"	"nd"	"Makotřasy"	"Neolithic"	"Baalberge"	50.1445	14.2147	"14C"	5210	180	"Kiel DB 2048"	"neolithic"	"unknown"
"15852"	"GrN-6929"	"bone"	"nd"	"Makotřasy"	"Neolithic"	"Baalberge"	50.1445	14.2147	"14C"	5450	100	"Kiel DB 2049"	"neolithic"	"bone"
"15853"	"GrN-7101"	"bone"	"nd"	"Makotřasy"	"Neolithic"	"Baalberge"	50.1445	14.2147	"14C"	5410	80	"Breunig 1987, 142, 166"	"neolithic"	"bone"
"15854"	"GrN-7102"	"bone"	"nd"	"Makotřasy"	"Neolithic"	"Baalberge"	50.1445	14.2147	"14C"	5600	70	"Breunig 1987, 142, 166"	"neolithic"	"bone"
"15855"	"GrN-21556"	"charcoal"	"nd"	"Máselnik I"	"Epipalaeolithic"	"Early Mesolithic"	0	0	"14C"	9550	60	"Gehlen 2010"	"epipalaeolithic"	"charcoal"
"15856"	"GrN-21557"	"charcoal"	"nd"	"Máselnik I"	"Epipalaeolithic"	"Early Mesolithic"	0	0	"14C"	9860	170	"Gehlen 2010"	"epipalaeolithic"	"charcoal"
"15857"	"Ki-4451"	"bone"	"human"	"Mešice"	"Bronze Age"	"Únětice "	0	0	"14C"	4310	70	"Ernée 2009"	"bronzeage"	"bone"
"15858"	"Bln-2064"	"charcoal"	"nd"	"Miskovice, Velký Patera (site Miskovice 2)"	"Neolithic"	"Stroke-Ornamented Ware "	0	0	"14C"	6780	80	"Zápotocká 1998"	"neolithic"	"charcoal"
"15859"	"Bln-2065"	"charcoal"	"nd"	"Miskovice, Velký Patera (site Miskovice 2)"	"Neolithic"	"Stroke-Ornamented Ware "	0	0	"14C"	7190	130	"Zápotocká 1998"	"neolithic"	"charcoal"
"15860"	"Bln-2066"	"charcoal"	"nd"	"Miskovice, Velký Patera (site Miskovice 2)"	"Neolithic"	"Stroke-Ornamented Ware "	0	0	"14C"	6730	70	"Zápotocká 1998"	"neolithic"	"charcoal"
"15861"	"LJ-2040"	"charcoal"	"nd"	"Mnichovo Hradiště, Dneboh"	"Neolithic"	"Linienbandkeramik"	50.5307	15.0335	"14C"	7130	310	"Kiel DB 2041"	"neolithic"	"charcoal"
"15862"	"P-1904"	"charcoal"	"nd"	"Mnichovo Hradiště, Dneboh"	"Bronze Age"	"Lusatian "	50.5307	15.0335	"14C"	3190	90	"Lawn, B. (1975). University of Pennsylvania Radiocarbon Dates XVIII Radiocarbon, 17, 196-215."	"bronzeage"	"charcoal"
"15863"	"P-1905"	"charcoal"	"nd"	"Mnichovo Hradiště, Dneboh"	"Bronze Age"	"Lusatian "	50.5307	15.0335	"14C"	3220	90	"Lawn, B. (1975). University of Pennsylvania Radiocarbon Dates XVIII Radiocarbon, 17, 196-215."	"bronzeage"	"charcoal"
"15864"	"Bln-102"	"grain"	"Zwei Datierungen einer chemisch unterschiedlich vorbehandelten Getreid"	"Mohelnice"	"Neolithic"	"Linienbandkeramik"	49.7833	16.9167	"14C"	7260	110	"Berlin Date List I"	"neolithic"	"other"
"15865"	"GrN-6604"	"wood"	"nd"	"Mohelnice"	"Neolithic"	"Trichterbecher-Ostgruppe"	49.7833	16.9167	"14C"	5730	80	"Neustupný 1977"	"neolithic"	"other"
"15866"	"GrN-6610"	"nd"	"nd"	"Mohelnice"	"Neolithic"	"Linearbandkeramik"	49.7833	16.9167	"14C"	7140	90	"Neustupný 1977"	"neolithic"	"unknown"
"15867"	"MOC-69"	"wood"	"nd"	"Mohelnice"	"Neolithic"	"Trichterbecher-Ostgruppe"	49.7833	16.9167	"14C"	5500	90	"Breunig 1987, 142"	"neolithic"	"other"
"15868"	"MOC-70"	"wood"	"Geteilte Probe; zweite Messung: MOC-91."	"Mohelnice"	"Neolithic"	"Linienbandkeramik"	49.7833	16.9167	"14C"	7120	110	"Breunig 1987, 123"	"neolithic"	"other"
"15869"	"MOC-70+91"	"wood"	"nd"	"Mohelnice"	"Neolithic"	"Linearbandkeramik"	49.7833	16.9167	"14C"	7120	110	"Neustupný 1977"	"neolithic"	"other"
"15870"	"MOC-71"	"wood"	"nd"	"Mohelnice"	"Bronze Age"	"Bronze Age"	49.7833	16.9167	"14C"	3570	70	"Neustupný 1977"	"bronzeage"	"other"
"15871"	"MOC-91"	"wood"	"Geteilte Probe; zweite Messung: MOC-70."	"Mohelnice"	"Neolithic"	"Linienbandkeramik"	49.7833	16.9167	"14C"	7220	160	"Neustupný 1977"	"neolithic"	"other"
"15872"	"Bln-102a"	"grain"	"Triticum dicoccum"	"Mohelnice, U cukrovaru"	"Neolithic"	"Linearbandkeramik"	49.7833	16.9167	"14C"	7320	90	"Kohl, G. - Quitta, H. (1964). Berlin Radiocarbon Measurements I. Radiocarbon, 6, 308-317."	"neolithic"	"other"
"15873"	"VERA-760"	"charcoal"	"nd"	"Mokrá, Mokerský les and Spálená seč"	"Neolithic"	"Lengyel"	0	0	"14C"	6420	50	"Šebela, L. - Kuča, M. (2004). Objekt 3/1996 z Mokré u Brna (okr. Brno-venkov) a jeho přínos k datování závěru I. stupně kultury s MMK. In Lutovský, M. (ed.), Otázky neolitu a eneolitu našich zemí 2003. Sborník referátů z 22. pracovního setkání badatelů za"	"neolithic"	"charcoal"
"15874"	"GrA-34088"	"charcoal"	"nd"	"Mokrá-Horákov, Mokrá, lom (quarry)"	"Neolithic"	"Lengyel"	0	0	"14C"	6410	60	"Kuča 2008"	"neolithic"	"charcoal"
"15875"	"Ki-10370"	"charcoal"	"nd"	"Moravany, Stredné pole"	"Neolithic"	"Eastern Linear Pottery"	0	0	"14C"	7190	80	"Kalicki 2004"	"neolithic"	"charcoal"
"15876"	"Ki-10371"	"charcoal"	"nd"	"Moravany, Stredné pole"	"Neolithic"	"Eastern Linear Pottery"	0	0	"14C"	7150	90	"Kalicki 2004"	"neolithic"	"charcoal"
"15877"	"Ki-10372"	"charcoal"	"nd"	"Moravany, Stredné pole"	"Neolithic"	"Eastern Linear Pottery"	0	0	"14C"	7780	70	"Kalicki 2004"	"neolithic"	"charcoal"
"15878"	"Ki-10373"	"charcoal"	"nd"	"Moravany, Stredné pole"	"Neolithic"	"Eastern Linear Pottery"	0	0	"14C"	7280	80	"Kalicki 2004"	"neolithic"	"charcoal"
"15879"	"Ki-10374"	"charcoal"	"nd"	"Moravany, Stredné pole"	"Neolithic"	"Eastern Linear Pottery"	0	0	"14C"	7750	70	"Kalicki 2004"	"neolithic"	"charcoal"
"15880"	"Ki-10375"	"charcoal"	"nd"	"Moravany, Stredné pole"	"Neolithic"	"Eastern Linear Pottery"	0	0	"14C"	7480	50	"Kalicki 2004"	"neolithic"	"charcoal"
"15881"	"Ki-11148"	"charcoal"	"nd"	"Moravany, Stredné pole"	"Neolithic"	"Eastern Linear Pottery"	0	0	"14C"	7240	80	"Kalicki 2005"	"neolithic"	"charcoal"
"15882"	"Ki-11149"	"charcoal"	"nd"	"Moravany, Stredné pole"	"Neolithic"	"Eastern Linear Pottery"	0	0	"14C"	7420	80	"Kalicki 2005"	"neolithic"	"charcoal"
"15883"	"Ki-11150"	"charcoal"	"nd"	"Moravany, Stredné pole"	"Neolithic"	"Eastern Linear Pottery"	0	0	"14C"	7170	100	"Kalicki 2005"	"neolithic"	"charcoal"
"15884"	"Ki-11151"	"charcoal"	"nd"	"Moravany, Stredné pole"	"Neolithic"	"Eastern Linear Pottery"	0	0	"14C"	7090	100	"Kalicki 2005"	"neolithic"	"charcoal"
"15885"	"Ki-11152"	"charcoal"	"nd"	"Moravany, Stredné pole"	"Neolithic"	"Eastern Linear Pottery"	0	0	"14C"	7490	60	"Kalicki 2005"	"neolithic"	"charcoal"
"15886"	"Ki-11729"	"charcoal"	"nd"	"Moravany, Stredné pole"	"Neolithic"	"Eastern Linear Pottery"	0	0	"14C"	6780	110	"Nowak 2010"	"neolithic"	"charcoal"
"15887"	"Ki-11730"	"organic temper"	"nd"	"Moravany, Stredné pole"	"Neolithic"	"Eastern Linear Pottery"	0	0	"14C"	7410	90	"Kalicki 2005"	"neolithic"	"other"
"15888"	"Ki-11731"	"organic temper"	"nd"	"Moravany, Stredné pole"	"Neolithic"	"Eastern Linear Pottery"	0	0	"14C"	7120	110	"Kalicki 2005"	"neolithic"	"other"
"15889"	"Ki-11732"	"organic temper"	"nd"	"Moravany, Stredné pole"	"Neolithic"	"Eastern Linear Pottery"	0	0	"14C"	7290	100	"Kalicki 2005"	"neolithic"	"other"
"15890"	"Ki-11733"	"organic temper"	"nd"	"Moravany, Stredné pole"	"Neolithic"	"Eastern Linear Pottery"	0	0	"14C"	7420	90	"Nowak 2010"	"neolithic"	"other"
"15891"	"Ki-11734"	"organic temper"	"nd"	"Moravany, Stredné pole"	"Neolithic"	"Eastern Linear Pottery"	0	0	"14C"	7110	120	"Kalicki 2005"	"neolithic"	"other"
"15892"	"Ki-11735"	"charcoal"	"nd"	"Moravany, Stredné pole"	"Neolithic"	"Eastern Linear Pottery"	0	0	"14C"	7160	120	"Nowak 2010"	"neolithic"	"charcoal"
"15893"	"Ki-11736"	"organic temper"	"nd"	"Moravany, Stredné pole"	"Neolithic"	"Eastern Linear Pottery"	0	0	"14C"	7030	130	"Kalicki 2005"	"neolithic"	"other"
"15894"	"Ki-11737"	"organic temper"	"nd"	"Moravany, Stredné pole"	"Neolithic"	"Eastern Linear Pottery"	0	0	"14C"	7180	130	"Kalicki 2005"	"neolithic"	"other"
"15895"	"Ki-11738"	"organic temper"	"nd"	"Moravany, Stredné pole"	"Neolithic"	"Eastern Linear Pottery"	0	0	"14C"	6810	110	"Kalicki 2005"	"neolithic"	"other"
"15896"	"Ki-11740"	"organic temper"	"nd"	"Moravany, Stredné pole"	"Neolithic"	"Eastern Linear Pottery"	0	0	"14C"	6700	150	"Kalicki 2005"	"neolithic"	"other"
"15897"	"Ki-11782"	"organic temper"	"nd"	"Moravany, Stredné pole"	"Neolithic"	"Eastern Linear Pottery"	0	0	"14C"	7370	80	"Nowak 2010"	"neolithic"	"other"
"15898"	"Ki-11783"	"organic temper"	"nd"	"Moravany, Stredné pole"	"Neolithic"	"Eastern Linear Pottery"	0	0	"14C"	7180	130	"Nowak 2010"	"neolithic"	"other"
"15899"	"Ki-9247"	"charcoal"	"nd"	"Moravany, Stredné pole"	"Neolithic"	"Eastern Linear Pottery"	0	0	"14C"	7820	100	"Kozłowski 2003"	"neolithic"	"charcoal"
"15900"	"Ki-9248"	"charcoal"	"nd"	"Moravany, Stredné pole"	"Neolithic"	"Eastern Linear Pottery"	0	0	"14C"	8990	260	"Kozłowski 2003"	"neolithic"	"charcoal"
"15901"	"Ki-9251"	"charcoal"	"nd"	"Moravany, Stredné pole"	"Neolithic"	"Eastern Linear Pottery"	0	0	"14C"	7090	320	"Kozłowski 2003"	"neolithic"	"charcoal"
"15902"	"PoZ-12243"	"charcoal"	"nd"	"Moravany, Stredné pole"	"Neolithic"	"Eastern Linear Pottery"	0	0	"14C"	7340	50	"Nowak 2010"	"neolithic"	"charcoal"
"15903"	"PoZ-12250"	"charcoal"	"nd"	"Moravany, Stredné pole"	"Neolithic"	"Eastern Linear Pottery"	0	0	"14C"	7080	60	"Nowak 2010"	"neolithic"	"charcoal"
"15904"	"PoZ-22308"	"charcoal"	"nd"	"Moravany, Stredné pole"	"Neolithic"	"Eastern Linear Pottery"	0	0	"14C"	3510	40	"Nowak 2010"	"neolithic"	"charcoal"
"15905"	"VERA-3051"	"nd"	"nd"	"Nagykörü"	"Neolithic"	"Körös"	0	0	"14C"	7610	30	"Kaminská  2008"	"neolithic"	"unknown"
"15906"	"VERA-3474"	"nd"	"nd"	"Nagykörü"	"Neolithic"	"Körös"	0	0	"14C"	7730	40	"Kaminská  2008"	"neolithic"	"unknown"
"15907"	"UGAMS-05712"	"bone"	"human"	"Náměšť na Hané"	"Chalcolithic"	"Aeneolithic"	0	0	"14C"	5350	70	"Vrána, J. (2010). Náměšť na Hané (okr. Olomouc). Zákostelní ulice. Eneolit Přehled výzkumů, 51, 332-332."	"chalcolithic"	"bone"
"15908"	"Bln-2774"	"nd"	"nd"	"Nižná Myšľa"	"Bronze Age"	"Otomani-Füzesabony"	0	0	"14C"	3360	120	"Barta 2001"	"bronzeage"	"unknown"
"15909"	"Bln-2776"	"charcoal"	"nd"	"Nižná Myšľa"	"Bronze Age"	"Otomani-Füzesabony"	0	0	"14C"	3530	110	"Furmánek 1991"	"bronzeage"	"charcoal"
"15910"	"Bln-2810"	"charcoal"	"nd"	"Nižná Myšľa"	"Bronze Age"	"Otomani-Füzesabony"	0	0	"14C"	3530	80	"Furmánek 1991"	"bronzeage"	"charcoal"
"15911"	"Bln-2811"	"charcoal"	"nd"	"Nižná Myšľa"	"Bronze Age"	"Otomani-Füzesabony"	0	0	"14C"	3620	60	"Furmánek 1991"	"bronzeage"	"charcoal"
"15912"	"Bln-74"	"organic temper"	"pottery"	"Nový Bydzov"	"Neolithic"	"Linienbandkeramik"	50.2415	15.4908	"14C"	6020	130	"Breunig 1987, 124"	"neolithic"	"other"
"15913"	"Bln-4650"	"charcoal"	"nd"	"Nymburk"	"Bronze Age"	"Middle Danubian Tumulus "	0	0	"14C"	3670	60	"Motyková 2005"	"bronzeage"	"charcoal"
"15914"	"Bln-4651"	"charcoal"	"nd"	"Nymburk"	"Bronze Age"	"Late Bronze Age"	0	0	"14C"	3000	70	"Motyková 2005"	"bronzeage"	"charcoal"
"15915"	"Hv-21174"	"bone"	"human"	"Nymburk"	"Chalcolithic"	"Funnel Beaker "	0	0	"14C"	5330	200	"Motyková 1998"	"chalcolithic"	"bone"
"15916"	"Hv-21175"	"bark"	"human"	"Nymburk"	"Chalcolithic"	"Řivnáč "	0	0	"14C"	4690	190	"Motyková 1998"	"chalcolithic"	"other"
"15917"	"GrA-13710"	"bone"	"human"	"Obříství"	"Neolithic/Chalcolithic"	"Neolithic/Aeneolithic"	0	0	"14C"	5400	70	"Svoboda 2002"	"other"	"bone"
"15918"	"Erl-4675"	"bone"	"nd"	"Olomouc"	"Bronze  Age"	"Schnurkeramik"	49.5767	17.2311	"14C"	4280	90	"Peška 2010"	"bronzeage"	"bone"
"15919"	"Erl-4676"	"bone"	"nd"	"Olomouc"	"Neolithic"	"Kugelamphoren"	49.5767	17.2311	"14C"	4680	100	"Peška 2010"	"neolithic"	"bone"
"15920"	"Erl-4677"	"bone"	"nd"	"Olomouc"	"Neolithic"	"Glockenbecher"	49.5767	17.2311	"14C"	4220	100	"Peška 2010"	"neolithic"	"bone"
"15921"	"Erl-4678"	"bone"	"nd"	"Olomouc"	"Neolithic"	"Kugelamphoren"	49.5767	17.2311	"14C"	5110	150	"Peška 2010"	"neolithic"	"bone"
"15922"	"Erl-4679"	"bone"	"nd"	"Olomouc"	"Bronze  Age"	"Schnurkeramik"	49.5767	17.2311	"14C"	3910	60	"Peška 2010"	"bronzeage"	"bone"
"15923"	"Erl-4680"	"bone"	"nd"	"Olomouc"	"Bronze  Age"	"Schnurkeramik"	49.5767	17.2311	"14C"	3980	80	"Peška 2010"	"bronzeage"	"bone"
"15924"	"Erl-4681"	"bone"	"nd"	"Olomouc"	"Neolithic"	"Glockenbecher"	49.5767	17.2311	"14C"	4280	90	"Peška 2010"	"neolithic"	"bone"
"15925"	"Erl-7616"	"nd"	"nd"	"Olomouc"	"Chalcolithic"	"Corded Ware "	49.5767	17.2311	"14C"	4210	90	"Peška 2010"	"chalcolithic"	"unknown"
"15926"	"GrA-13492"	"bone"	"nd"	"Olomouc"	"Neolithic"	"Kugelamphoren"	49.5767	17.2311	"14C"	4700	90	"Peška 2011"	"neolithic"	"bone"
"15927"	"KIA-34707"	"bone"	"human"	"Olomouc"	"Chalcolithic"	"Corded Ware "	49.5767	17.2311	"14C"	5060	130	"Peška 2010"	"chalcolithic"	"bone"
"15928"	"KIA-34708"	"bone"	"human"	"Olomouc"	"Chalcolithic"	"Corded Ware "	49.5767	17.2311	"14C"	4340	50	"Peška 2010"	"chalcolithic"	"bone"
"15929"	"KIA-34740"	"bone"	"nd"	"Olomouc"	"Chalcolithic"	"Corded Ware "	49.5767	17.2311	"14C"	5370	70	"Peška, J. (2010). Kultura se šňůrovou keramikou na Moravě v kontrapozici radiokarbonového datování. In Czopek, S. - Kadrow, S. (ed.), Mente et rutro. Studia archaeologica Johanni Machnik viro doctissimo octogesimo vitae anno ab amicis, collegis et discipu"	"chalcolithic"	"bone"
"15930"	"PoZ-14865"	"bone"	"human"	"Olomouc"	"Chalcolithic"	"Corded Ware "	49.5767	17.2311	"14C"	5190	100	"Peška, J. (2010). Kultura se šňůrovou keramikou na Moravě v kontrapozici radiokarbonového datování. In Czopek, S. - Kadrow, S. (ed.), Mente et rutro. Studia archaeologica Johanni Machnik viro doctissimo octogesimo vitae anno ab amicis, collegis et discipu"	"chalcolithic"	"bone"
"15931"	"PoZ-14919"	"bone"	"human"	"Olomouc"	"Chalcolithic"	"Corded Ware "	49.5767	17.2311	"14C"	4330	60	"Peška, J. (2010). Kultura se šňůrovou keramikou na Moravě v kontrapozici radiokarbonového datování. In Czopek, S. - Kadrow, S. (ed.), Mente et rutro. Studia archaeologica Johanni Machnik viro doctissimo octogesimo vitae anno ab amicis, collegis et discipu"	"chalcolithic"	"bone"
"15932"	"PoZ-15061"	"bone"	"human"	"Olomouc"	"Chalcolithic"	"Corded Ware "	49.5767	17.2311	"14C"	3760	60	"Peška, J. (2010). Kultura se šňůrovou keramikou na Moravě v kontrapozici radiokarbonového datování. In Czopek, S. - Kadrow, S. (ed.), Mente et rutro. Studia archaeologica Johanni Machnik viro doctissimo octogesimo vitae anno ab amicis, collegis et discipu"	"chalcolithic"	"bone"
"15933"	"PoZ-15063"	"bone"	"nd"	"Olomouc"	"Chalcolithic"	"Corded Ware "	49.5767	17.2311	"14C"	3990	70	"Peška, J. (2010). Kultura se šňůrovou keramikou na Moravě v kontrapozici radiokarbonového datování. In Czopek, S. - Kadrow, S. (ed.), Mente et rutro. Studia archaeologica Johanni Machnik viro doctissimo octogesimo vitae anno ab amicis, collegis et discipu"	"chalcolithic"	"bone"
"15934"	"PoZ-15310"	"bone"	"human"	"Olomouc"	"Chalcolithic"	"Corded Ware "	49.5767	17.2311	"14C"	5180	100	"Peška, J. (2010). Kultura se šňůrovou keramikou na Moravě v kontrapozici radiokarbonového datování. In Czopek, S. - Kadrow, S. (ed.), Mente et rutro. Studia archaeologica Johanni Machnik viro doctissimo octogesimo vitae anno ab amicis, collegis et discipu"	"chalcolithic"	"bone"
"15935"	"VERA-2097"	"nd"	"nd"	"Olomouc"	"Neolithic"	"Stroke-Ornamented Ware "	49.5767	17.2311	"14C"	6560	60	"Peška, J. (2011). Záhady moravské archeologie aneb problémy absolutního datování vybraných nálezových souborů. Sborník prací Filozofické fakulty Brněnské univerzity - Řada archeologická  / Studies Archaeologica Brunensia, M 14-15, 2009-2010, 177-211."	"neolithic"	"unknown"
"15936"	"VERA-2098"	"nd"	"nd"	"Olomouc"	"Neolithic"	"Stroke-Ornamented Ware "	49.5767	17.2311	"14C"	6620	70	"Peška, J. (2010). Kultura se šňůrovou keramikou na Moravě v kontrapozici radiokarbonového datování. In Czopek, S. - Kadrow, S. (ed.), Mente et rutro. Studia archaeologica Johanni Machnik viro doctissimo octogesimo vitae anno ab amicis, collegis et discipu"	"neolithic"	"unknown"
"15937"	"VERA-2099"	"bone"	"human"	"Olomouc"	"Chalcolithic"	"Corded Ware "	49.5767	17.2311	"14C"	4180	60	"Peška, J. (2010). Kultura se šňůrovou keramikou na Moravě v kontrapozici radiokarbonového datování. In Czopek, S. - Kadrow, S. (ed.), Mente et rutro. Studia archaeologica Johanni Machnik viro doctissimo octogesimo vitae anno ab amicis, collegis et discipu"	"chalcolithic"	"bone"
"15938"	"VERA-2099"	"bone"	"nd"	"Olomouc"	"Bronze  Age"	"Schnurkeramik"	49.5767	17.2311	"14C"	4180	60	"Kiel DB 2062"	"bronzeage"	"bone"
"15939"	"VERA-3329"	"nd"	"nd"	"Olomouc"	"Neolithic"	"Stroke-Ornamented Ware "	49.5767	17.2311	"14C"	6670	50	"Peška, J. (2011). Záhady moravské archeologie aneb problémy absolutního datování vybraných nálezových souborů. Sborník prací Filozofické fakulty Brněnské univerzity - Řada archeologická  / Studies Archaeologica Brunensia, M 14-15, 2009-2010, 177-211."	"neolithic"	"unknown"
"15940"	"VERA-3332"	"nd"	"nd"	"Olomouc"	"Neolithic"	"Stroke-Ornamented Ware "	49.5767	17.2311	"14C"	6810	50	"Peška, J. (2011). Záhady moravské archeologie aneb problémy absolutního datování vybraných nálezových souborů. Sborník prací Filozofické fakulty Brněnské univerzity - Řada archeologická  / Studies Archaeologica Brunensia, M 14-15, 2009-2010, 177-211."	"neolithic"	"unknown"
"15941"	"VERA-3333"	"nd"	"nd"	"Olomouc"	"Chalcolithic"	"Globular Amphora "	49.5767	17.2311	"14C"	4730	80	"Peška, J. (2011). Nové poznatky o jevišovickém osídlení v regionu střední Moravy. In Popelka, M. - Šmidtová, R. (ed.), Otázky z neolitu a eneolitu našich zemí - 2009. Sborník referátů z 28. zasedání badatelů pro výzkum neolitu a eneolitu (nejen) Čech, Mor"	"chalcolithic"	"unknown"
"15942"	"VERA-3334"	"nd"	"nd"	"Olomouc"	"Neolithic"	"Stroke-Ornamented Ware "	49.5767	17.2311	"14C"	6930	70	"Peška, J. (2011). Záhady moravské archeologie aneb problémy absolutního datování vybraných nálezových souborů. Sborník prací Filozofické fakulty Brněnské univerzity - Řada archeologická  / Studies Archaeologica Brunensia, M 14-15, 2009-2010, 177-211."	"neolithic"	"unknown"
"15943"	"VERA-3345"	"bone"	"nd"	"Olomouc"	"Chalcolithic"	"Corded Ware "	49.5767	17.2311	"14C"	4380	60	"Peška, J. (2010). Kultura se šňůrovou keramikou na Moravě v kontrapozici radiokarbonového datování. In Czopek, S. - Kadrow, S. (ed.), Mente et rutro. Studia archaeologica Johanni Machnik viro doctissimo octogesimo vitae anno ab amicis, collegis et discipu"	"chalcolithic"	"bone"
"15944"	"VERA-3345"	"bone"	"nd"	"Olomouc"	"Bronze  Age"	"Schnurkeramik"	49.5767	17.2311	"14C"	4380	60	"Kiel DB 2063"	"bronzeage"	"bone"
"15945"	"VERA-3798"	"bone"	"human"	"Olomouc"	"Chalcolithic"	"Corded Ware "	49.5767	17.2311	"14C"	3980	70	"Peška, J. (2010). Kultura se šňůrovou keramikou na Moravě v kontrapozici radiokarbonového datování. In Czopek, S. - Kadrow, S. (ed.), Mente et rutro. Studia archaeologica Johanni Machnik viro doctissimo octogesimo vitae anno ab amicis, collegis et discipu"	"chalcolithic"	"bone"
"15946"	"VERA-3928"	"bone"	"human"	"Olomouc"	"Chalcolithic"	"Corded Ware "	49.5767	17.2311	"14C"	5400	60	"Peška, J. (2010). Kultura se šňůrovou keramikou na Moravě v kontrapozici radiokarbonového datování. In Czopek, S. - Kadrow, S. (ed.), Mente et rutro. Studia archaeologica Johanni Machnik viro doctissimo octogesimo vitae anno ab amicis, collegis et discipu"	"chalcolithic"	"bone"
"15947"	"Erl-4709"	"bone"	"human"	"Pavlov"	"Bronze Age"	"Protoúnětice "	48.8742	16.6723	"14C"	4250	100	"Peška 2010"	"bronzeage"	"bone"
"15948"	"Erl-4710"	"bone"	"human"	"Pavlov"	"Bronze Age"	"Protoúnětice "	48.8742	16.6723	"14C"	4270	90	"Peška 2010"	"bronzeage"	"bone"
"15949"	"Erl-4711"	"bone"	"human"	"Pavlov"	"Bronze Age"	"Protoúnětice "	48.8742	16.6723	"14C"	3740	70	"Peška 2010"	"bronzeage"	"bone"
"15950"	"Erl-4712"	"bone"	"human"	"Pavlov"	"Bronze Age"	"Protoúnětice "	48.8742	16.6723	"14C"	4090	80	"Peška 2010"	"bronzeage"	"bone"
"15951"	"Erl-4713"	"bone"	"human"	"Pavlov"	"Bronze Age"	"Protoúnětice "	48.8742	16.6723	"14C"	4250	100	"Peška 2010"	"bronzeage"	"bone"
"15952"	"Erl-4714"	"bone"	"human"	"Pavlov"	"Bronze Age"	"Protoúnětice "	48.8742	16.6723	"14C"	4110	100	"Peška 2010"	"bronzeage"	"bone"
"15953"	"Erl-4715"	"bone"	"human"	"Pavlov"	"Bronze Age"	"Protoúnětice "	48.8742	16.6723	"14C"	4120	100	"Peška 2010"	"bronzeage"	"bone"
"15954"	"Erl-4716"	"bone"	"human"	"Pavlov"	"Bronze Age"	"Protoúnětice "	48.8742	16.6723	"14C"	4220	100	"Peška 2010"	"bronzeage"	"bone"
"15955"	"Erl-4717"	"bone"	"nd"	"Pavlov"	"Bronze Age"	"Protoúnětice "	48.8742	16.6723	"14C"	4000	80	"Peška 2010"	"bronzeage"	"bone"
"15956"	"Erl-4718"	"bone"	"human"	"Pavlov"	"Bronze Age"	"Bell Beaker "	48.8742	16.6723	"14C"	4330	80	"Peška 2010"	"bronzeage"	"bone"
"15957"	"Erl-4719"	"bone"	"human"	"Pavlov"	"Bronze Age"	"Bell Beaker "	48.8742	16.6723	"14C"	4460	70	"Peška 2010"	"bronzeage"	"bone"
"15958"	"Erl-4720"	"bone"	"human"	"Pavlov"	"Bronze Age"	"Bell Beaker "	48.8742	16.6723	"14C"	4280	100	"Peška 2010"	"bronzeage"	"bone"
"15959"	"Erl-4721"	"bone"	"human"	"Pavlov"	"Bronze Age"	"Bell Beaker "	48.8742	16.6723	"14C"	4500	90	"Peška 2010"	"bronzeage"	"bone"
"15960"	"Erl-4722"	"bone"	"human"	"Pavlov"	"Bronze Age"	"Bell Beaker "	48.8742	16.6723	"14C"	4340	80	"Peška 2010"	"bronzeage"	"bone"
"15961"	"Erl-4723"	"bone"	"human"	"Pavlov"	"Bronze Age"	"Bell Beaker "	48.8742	16.6723	"14C"	4210	100	"Peška 2010"	"bronzeage"	"bone"
"15962"	"Erl-4724"	"bone"	"human"	"Pavlov"	"Bronze Age"	"Bell Beaker "	48.8742	16.6723	"14C"	4280	100	"Peška 2010"	"bronzeage"	"bone"
"15963"	"Erl-4725"	"bone"	"human"	"Pavlov"	"Bronze Age"	"Protoúnětice "	48.8742	16.6723	"14C"	3950	80	"Peška 2010"	"bronzeage"	"bone"
"15964"	"Erl-4726"	"bone"	"nd"	"Pavlov"	"Bronze Age"	"Corded Ware "	48.8742	16.6723	"14C"	4380	90	"Peška 2010"	"bronzeage"	"bone"
"15965"	"Erl-4727"	"bone"	"nd"	"Pavlov"	"Bronze Age"	"Corded Ware "	48.8742	16.6723	"14C"	3810	80	"Peška 2009"	"bronzeage"	"bone"
"15966"	"Erl-4734"	"bone"	"nd"	"Pavlov"	"Chalcolithic or Bronze Age"	"Lengyel or Early Bronze Age"	48.8742	16.6723	"14C"	6410	70	"Peška 2011"	"other"	"bone"
