""	"LABNR"	"MATERIAL"	"SPECIES"	"SITE"	"PERIOD"	"CULTURE"	"LATITUDE"	"LONGITUDE"	"METHOD"	"CALAGE"	"CALSTD"	"REFERENCE"	"SIMPERIOD"	"SIMMATERIAL"
"1514"	"BM-1896"	"charcoal"	"nd"	"Les Fouaillages"	"Neolithic"	"nd"	49.4968	-2.5364	"14C"	5830	70	"British Museum XV, 272"	"neolithic"	"charcoal"
"1515"	"BM-370"	"charcoal"	"nd"	"Pinnacle"	"Neolithic"	"nd"	49.2486	-2.2525	"14C"	5770	110	"British Museum VII, 172"	"neolithic"	"charcoal"
"1516"	"Gif-2324"	"charcoal"	"nd"	"Araguina Sennola"	"Neolithic"	"Cardial"	41.39	9.16	"14C"	7320	130	"van Willigen 2006"	"neolithic"	"charcoal"
"1517"	"Gif-2325"	"charcoal"	"nd"	"Araguina Sennola"	"Neolithic"	"Cardial"	41.39	9.16	"14C"	7530	110	"van Willigen 2006"	"neolithic"	"charcoal"
"1518"	"Gif-2705"	"charcoal"	"nd"	"Araguina Sennola"	"Epipalaeolithic"	"insulaire"	41.39	9.16	"14C"	9530	190	"Manen 2003"	"epipalaeolithic"	"charcoal"
"1519"	"Gif-1851"	"charcoal"	"nd"	"Basi"	"Neolithic"	"Cardial"	41.74	8.79	"14C"	8550	170	"van Willigen 2006"	"neolithic"	"charcoal"
"1520"	"Mc-2243"	" nd"	"nd"	"Casabianda"	"Neolithic"	"Cardial"	42.1	9.5	"14C"	7550	120	"Linstädter 2004"	"neolithic"	"unknown"
"1521"	"Gif-1961"	"nd"	"nd"	"Curacchaighju"	"Neolithic"	"Curasien"	41.71	9.11	"14C"	8140	160	"van Willigen 2006"	"neolithic"	"unknown"
"1522"	"Gif-1962"	"nd"	"nd"	"Curacchaighju"	"Neolithic"	"Curasien"	41.71	9.11	"14C"	8410	190	"van Willigen 2006"	"neolithic"	"unknown"
"1523"	"Gif-1963"	"nd"	"nd"	"Curacchaighju"	"Epipalaeolithic"	"Mesolithic insulaire"	41.71	9.11	"14C"	9250	180	"manen 2003"	"epipalaeolithic"	"unknown"
"1524"	"Gif-796"	"nd"	"nd"	"Curacchaighju"	"Neolithic"	"Curasien"	41.71	9.11	"14C"	8130	150	"van Willigen 2006"	"neolithic"	"unknown"
"1525"	"Gif-797"	"nd"	"nd"	"Curacchaighju"	"Epipalaeolithic"	"Mesolithic insulaire"	41.71	9.11	"14C"	9610	230	"manen 2003"	"epipalaeolithic"	"unknown"
"1526"	"Gif-7368"	" nd"	"nd"	"La Pietra"	"Neolithic"	"Cardial"	42.64	8.91	"14C"	7330	120	"Linstädter 2004"	"neolithic"	"unknown"
"1527"	"Ly-6087"	" nd"	"nd"	"La Pietra"	"Neolithic"	"Cardial"	42.64	8.91	"14C"	6790	200	"Linstädter 2004"	"neolithic"	"unknown"
"1528"	"LGQ-617"	"bd"	"nd"	"Longone"	"nd"	"nd"	0	0	"14C"	7210	170	"Manen 2000"	"other"	"other"
"1529"	"AA-18108"	"charcoal"	"nd"	"Monte Leone"	"Epipalaeolithic"	"nd"	41.386	9.18	"14C"	8910	110	"Gehlen 2010"	"epipalaeolithic"	"charcoal"
"1530"	"AA-18109"	"bone"	"nd"	"Monte Leone"	"Epipalaeolithic"	"nd"	41.386	9.18	"14C"	10070	120	"Gehlen 2010"	"epipalaeolithic"	"bone"
"1531"	"AA-18110"	"bone"	"nd"	"Monte Leone"	"Epipalaeolithic"	"nd"	41.386	9.18	"14C"	9330	100	"Gehlen 2010"	"epipalaeolithic"	"bone"
"1532"	"AA-18111"	"bone"	"nd"	"Monte Leone"	"Epipalaeolithic"	"nd"	41.386	9.18	"14C"	11130	300	"Gehlen 2010"	"epipalaeolithic"	"bone"
"1533"	"AA-18112"	"bone"	"nd"	"Monte Leone"	"Epipalaeolithic"	"nd"	41.386	9.18	"14C"	9420	80	"Gehlen 2010"	"epipalaeolithic"	"bone"
"1534"	"AA-35788"	"bone"	"nd"	"Monte Leone"	"Epipalaeolithic"	"nd"	41.386	9.18	"14C"	8790	140	"Gehlen 2010"	"epipalaeolithic"	"bone"
"1535"	"AA-35789"	"charcoal"	"nd"	"Monte Leone"	"Epipalaeolithic"	"nd"	41.386	9.18	"14C"	9110	90	"Gehlen 2010"	"epipalaeolithic"	"charcoal"
"1536"	"AA-35790"	"charcoal"	"nd"	"Monte Leone"	"Epipalaeolithic"	"nd"	41.386	9.18	"14C"	9270	110	"Gehlen 2010"	"epipalaeolithic"	"charcoal"
"1537"	"AA-35791"	"charcoal"	"nd"	"Monte Leone"	"Epipalaeolithic"	"nd"	41.386	9.18	"14C"	9070	80	"Gehlen 2010"	"epipalaeolithic"	"charcoal"
"1538"	"AA-35792"	"charcoal"	"nd"	"Monte Leone"	"Epipalaeolithic"	"nd"	41.386	9.18	"14C"	9300	110	"Gehlen 2010"	"epipalaeolithic"	"charcoal"
"1539"	"ETH-8305"	"bone"	"nd"	"Monte Leone"	"Epipalaeolithic"	"nd"	41.386	9.18	"14C"	9210	120	"Gehlen 2010"	"epipalaeolithic"	"bone"
"1540"	"Ly-6099"	"bd"	"nd"	"Monte Leone"	"nd"	"nd"	41.386	9.18	"14C"	6660	120	"Manen 2000"	"other"	"other"
"1541"	"Ly-6085"	"charcoal"	"nd"	"Revellata I"	"Neolithic"	"Cardial"	42.5666	8.7333	"14C"	7180	100	"Manen 2000"	"neolithic"	"charcoal"
"1542"	"Ly-2835"	"charcoal"	"nd"	"Strette"	"Neolithic"	"Cardial"	42.7	9.3166	"14C"	7250	310	"Linstädter 2004"	"neolithic"	"charcoal"
"1543"	"Ly-2836"	"charcoal"	"nd"	"Strette"	"Neolithic"	"Cardial"	42.7	9.3166	"14C"	7290	490	"Linstädter 2004"	"neolithic"	"charcoal"
"1544"	"Ly-2837"	"charcoal"	"nd"	"Strette"	"Epipalaeolithic"	"nd"	42.7	9.3166	"14C"	10310	430	"Gehlen 2010"	"epipalaeolithic"	"charcoal"
"1545"	"BM-124"	"wood"	"quercus"	"Knossos"	"Neolithic"	"Early Neolithic"	35.298	25.163	"14C"	8950	260	"Barker and Mackey 1963, 104"	"neolithic"	"other"
"1546"	"BM-126"	"charcoal"	"nd"	"Knossos"	"Neolithic"	"Early Neolithic"	35.298	25.163	"14C"	7840	160	"Kiel DB 3456"	"neolithic"	"charcoal"
"1547"	"BM-1371"	"charcoal"	"nd"	"Knossos"	"Neolithic"	"Neo."	35.298	25.163	"14C"	7050	280	"--"	"neolithic"	"charcoal"
"1548"	"BM-1372"	"charcoal"	"nd"	"Knossos"	"Neolithic"	"Early Neolithic"	35.298	25.163	"14C"	7370	150	"--"	"neolithic"	"charcoal"
"1549"	"BM-272"	"charcoal"	"nd"	"Knossos"	"Neolithic"	"Early Neolithic"	35.298	25.163	"14C"	8370	150	"Brami 2011"	"neolithic"	"charcoal"
"1550"	"BM-273"	"charcoal"	"nd"	"Knossos"	"Neolithic"	"nd"	35.298	25.163	"14C"	7090	180	"Renfrew 1971, 282"	"neolithic"	"charcoal"
"1551"	"BM-274"	"charcoal"	"nd"	"Knossos"	"Neolithic"	"nd"	35.298	25.163	"14C"	7020	180	"Renfrew 1971, 282"	"neolithic"	"charcoal"
"1552"	"BM-278"	"charcoal"	"quercus"	"Knossos"	"Neolithic"	"Early Neolithic"	35.298	25.163	"14C"	8770	180	"Barker et al. 1969, 280"	"neolithic"	"charcoal"
"1553"	"BM-279"	"charcoal"	"nd"	"Knossos"	"Neolithic"	"nd"	35.298	25.163	"14C"	6490	160	"Renfrew 1971, 282"	"neolithic"	"charcoal"
"1554"	"BM-436"	"seed"	"nd"	"Knossos"	"Neolithic"	"Early Neolithic"	35.298	25.163	"14C"	8600	170	"Barker et al. 1969, 280"	"neolithic"	"other"
"1555"	"BM-575"	"charcoal"	"nd"	"Knossos"	"Neolithic"	"Mig"	35.298	25.163	"14C"	6440	100	"Kiel DB 3465"	"neolithic"	"charcoal"
"1556"	"BM-577"	"charcoal"	"nd"	"Knossos"	"Neolithic"	"Early"	35.298	25.163	"14C"	6730	230	"Kiel DB 3466"	"neolithic"	"charcoal"
"1557"	"BM-579"	"charcoal"	"nd"	"Knossos"	"Neolithic"	"Final"	35.298	25.163	"14C"	6330	70	"Kiel DB 3467"	"neolithic"	"charcoal"
"1558"	"BM-580"	"charcoal"	"nd"	"Knossos"	"Neolithic"	"Mig"	35.298	25.163	"14C"	6320	90	"Kiel DB 3468"	"neolithic"	"charcoal"
"1559"	"BM-585"	"charcoal"	"nd"	"Knossos"	"Neolithic"	"Final"	35.298	25.163	"14C"	6400	160	"Kiel DB 3469"	"neolithic"	"charcoal"
"1560"	"BM-716"	"nd"	"nd"	"Knossos"	"Neolithic"	"Final"	35.298	25.163	"14C"	5750	240	"Kiel DB 3470"	"neolithic"	"unknown"
"1561"	"BM-717"	"charcoal"	"nd"	"Knossos"	"Neolithic"	"Final"	35.298	25.163	"14C"	6620	140	"Kiel DB 3471"	"neolithic"	"charcoal"
"1562"	"BM-718"	"charcoal"	"nd"	"Knossos"	"Neolithic"	"Mig"	35.298	25.163	"14C"	6710	120	"Kiel DB 3472"	"neolithic"	"charcoal"
"1563"	"BM-719"	"charcoal"	"nd"	"Knossos"	"Neolithic"	"Early"	35.298	25.163	"14C"	6800	60	"Kiel DB 3473"	"neolithic"	"charcoal"
"1564"	"OxA-9215"	"charcoal"	"acorns"	"Knossos"	"Neolithic"	"Early Neolithic"	35.298	25.163	"14C"	8820	120	"Brami 2011"	"neolithic"	"charcoal"
"1565"	"P-2045"	"wood"	"nd"	"Knossos"	"Bronze Age"	"Late Minoan II"	35.298	25.163	"14C"	3550	60	"Fishman 1978"	"bronzeage"	"other"
"1566"	"P-2046"	"charcoal"	"nd"	"Knossos"	"Bronze Age"	"Late Minoan II"	35.298	25.163	"14C"	4230	90	"Fishman 1978"	"bronzeage"	"charcoal"
"1567"	"P-2047"	"charcoal"	"nd"	"Knossos"	"Bronze Age"	"Late Minoan II"	35.298	25.163	"14C"	4370	110	"Fishman 1978"	"bronzeage"	"charcoal"
"1568"	"P-2048"	"wood"	"nd"	"Knossos"	"Bronze Age"	"Late Minoan II"	35.298	25.163	"14C"	4760	110	"Fishman 1978"	"bronzeage"	"other"
"1569"	"P-2048-A"	"nd"	"nd"	"Knossos"	"Bronze Age"	"Late Minoan II"	35.298	25.163	"14C"	3730	80	"Fishman 1978"	"bronzeage"	"unknown"
"1570"	"P-2441"	"charcoal"	"nd"	"Knossos"	"Bronze Age"	"Late Minoan IIIA"	35.298	25.163	"14C"	3260	80	"Fishman 1978"	"bronzeage"	"charcoal"
"1571"	"P-2443"	"charcoal"	"nd"	"Knossos"	"Bronze Age"	"Middle Minoan IB"	35.298	25.163	"14C"	4300	100	"Fishman 1978"	"bronzeage"	"charcoal"
"1572"	"BM-1813"	"bone"	"nd"	"Platyvola"	"Bronze Age"	"nd"	35.5	24	"14C"	4520	80	"RC 24, 3, 1982, 262-290"	"bronzeage"	"bone"
"1573"	"BM-1814"	"bone"	"nd"	"Platyvola"	"Bronze Age"	"nd"	35.5	24	"14C"	4190	80	"RC 24, 3, 1982, 262-290"	"bronzeage"	"bone"
"1574"	"BM-1816"	"bone"	"nd"	"Platyvola"	"Bronze Age"	"nd"	35.5	24	"14C"	4190	70	"RC 24, 3, 1982, 262-290"	"bronzeage"	"bone"
"1575"	"BM-1826"	"bone"	"nd"	"Platyvola"	"Bronze Age"	"nd"	35.5	24	"14C"	4660	110	"RC 24, 3, 1982, 262-290"	"bronzeage"	"bone"
"1576"	"P-2113"	"nd"	"nd"	"Pyrgos"	"Bronze Age"	"Late Minoan IB"	35	25.6	"14C"	3550	70	"Fishman 1978"	"bronzeage"	"unknown"
"1577"	"P-2114"	"grain"	"nd"	"Pyrgos"	"Bronze Age"	"Late Minoan IB"	35	25.6	"14C"	3550	70	"Fishman 1978"	"bronzeage"	"other"
"1578"	"P-2115"	"wood"	"cypress ?"	"Pyrgos"	"Bronze Age"	"Late Minoan IB"	35	25.6	"14C"	3590	80	"Fishman 1978"	"bronzeage"	"other"
"1579"	"P-2116"	"wood"	"cypress ?"	"Pyrgos"	"Bronze Age"	"Late Minoan IB"	35	25.6	"14C"	3710	90	"Fishman 1978"	"bronzeage"	"other"
"1580"	"P-2343"	"wood"	"nd"	"Pyrgos"	"Bronze Age"	"Late Minoan IB"	35	25.6	"14C"	3850	90	"Fishman 1978"	"bronzeage"	"other"
"1581"	"P-2344-A"	"charcoal"	"nd"	"Pyrgos"	"Bronze Age"	"Late Minoan IB"	35	25.6	"14C"	3680	100	"Fishman 1978"	"bronzeage"	"charcoal"
"1582"	"P-2347"	"charcoal"	"nd"	"Pyrgos"	"Bronze Age"	"Pyrgos Period IId/III"	35	25.6	"14C"	3700	100	"Fishman 1978"	"bronzeage"	"charcoal"
"1583"	"P-2349"	"charcoal"	"nd"	"Pyrgos"	"Bronze Age"	"Pyrgos Period I/Iia"	35	25.6	"14C"	4460	110	"Fishman 1978"	"bronzeage"	"charcoal"
"1584"	"Z-3105"	"shells"	"nd"	"Aljmas"	"Neolithic"	"Baden"	45.5287	18.9475	"14C"	4600	160	"Obelic 2011"	"neolithic"	"other"
"1585"	"Z-3106"	"bone"	"steer"	"Aljmas"	"Neolithic"	"Baden"	45.5287	18.9475	"14C"	5090	160	"Obelic 2011"	"neolithic"	"bone"
"1586"	"Bln-346"	"charcoal"	"nd"	"Bapska"	"Neolithic"	"Lengyel"	45.1833	19.2667	"14C"	6790	100	"Radon Database"	"neolithic"	"charcoal"
"1587"	"Bln-348"	"charcoal"	"nd"	"Bapska"	"Neolithic"	"Vinča  "	45.1833	19.2667	"14C"	6620	100	"Radon Database"	"neolithic"	"charcoal"
"1588"	"Z-1421"	"charcoal"	"nd"	"Breg"	"Epipalaeolithic"	"Cas."	0	0	"14C"	7510	130	"Müller 1991, 354"	"epipalaeolithic"	"charcoal"
"1589"	"Z-3263"	"charcoal"	"nd"	"Cepin-Ovcara"	"Neolithic"	"Sopot"	45.5068	18.5641	"14C"	6290	90	"Obelic 2011"	"neolithic"	"charcoal"
"1590"	"Z-3264"	"charcoal"	"nd"	"Cepin-Ovcara"	"Neolithic"	"Sopot"	45.5068	18.5641	"14C"	6720	120	"Obelic 2011"	"neolithic"	"charcoal"
"1591"	"Z-3398"	"bone"	"nd"	"Crno Vrilo"	"Neolithic"	"Impresso"	44.1344	15.2297	"14C"	7310	110	"Obelic 2011"	"neolithic"	"bone"
"1592"	"Z-3399"	"bone"	"nd"	"Crno Vrilo"	"Neolithic"	"Impresso"	44.1344	15.2297	"14C"	8360	130	"Obelic 2011"	"neolithic"	"bone"
"1593"	"Z-2935"	"charcoal"	"nd"	"Galovo Slavonski Brod"	"Neolithic"	"Starčevo"	45.1561	18.0099	"14C"	7070	160	"Obelic 2002"	"neolithic"	"charcoal"
"1594"	"Z-2936"	"charcoal"	"nd"	"Galovo Slavonski Brod"	"Neolithic"	"Starčevo"	45.1561	18.0099	"14C"	7700	100	"Obelic 2002"	"neolithic"	"charcoal"
"1595"	"Z-3574"	"charcoal"	"nd"	"Galovo Slavonski Brod"	"Neolithic"	"Starčevo"	45.1561	18.0099	"14C"	7710	40	"Bronic 2007"	"neolithic"	"charcoal"
"1596"	"Z-3575"	"charcoal"	"nd"	"Galovo Slavonski Brod"	"Neolithic"	"Starčevo"	45.1561	18.0099	"14C"	7690	60	"Bronic 2007"	"neolithic"	"charcoal"
"1597"	"Z-3583"	"charcoal"	"nd"	"Galovo Slavonski Brod"	"Neolithic"	"Starčevo"	45.1561	18.0099	"14C"	7210	110	"Bronic 2007"	"neolithic"	"charcoal"
"1598"	"Z-3584"	"charcoal"	"nd"	"Galovo Slavonski Brod"	"Neolithic"	"Starčevo"	45.1561	18.0099	"14C"	7820	120	"Bronic 2007"	"neolithic"	"charcoal"
"1599"	"Z-3586"	"charcoal"	"nd"	"Galovo Slavonski Brod"	"Neolithic"	"Starčevo"	45.1561	18.0099	"14C"	7880	150	"Bronic 2007"	"neolithic"	"charcoal"
"1600"	"Z-3587"	"charcoal"	"nd"	"Galovo Slavonski Brod"	"Neolithic"	"Starčevo"	45.1561	18.0099	"14C"	7710	70	"Bronic 2007"	"neolithic"	"charcoal"
"1601"	"Z-3588"	"charcoal"	"nd"	"Galovo Slavonski Brod"	"Neolithic"	"Starčevo"	45.1561	18.0099	"14C"	7670	70	"Bronic 2007"	"neolithic"	"charcoal"
"1602"	"Z-3801"	"charcoal"	"nd"	"Galovo Slavonski Brod"	"Neolithic"	"Starčevo"	45.1561	18.0099	"14C"	7600	60	"Minichreiter  2010"	"neolithic"	"charcoal"
"1603"	"Z-3803"	"charcoal"	"nd"	"Galovo Slavonski Brod"	"Neolithic"	"Starčevo"	45.1561	18.0099	"14C"	7570	80	"Minichreiter  2010"	"neolithic"	"charcoal"
"1604"	"Z-3922"	"charcoal"	"nd"	"Galovo Slavonski Brod"	"Neolithic"	"Starčevo"	45.1561	18.0099	"14C"	7570	70	"Minichreiter  2010"	"neolithic"	"charcoal"
"1605"	"Z-3925"	"charcoal"	"nd"	"Galovo Slavonski Brod"	"Neolithic"	"Starčevo"	45.1561	18.0099	"14C"	7330	70	"Minichreiter  2010"	"neolithic"	"charcoal"
"1606"	"Z-3926"	"charcoal"	"nd"	"Galovo Slavonski Brod"	"Neolithic"	"Starčevo"	45.1561	18.0099	"14C"	7480	60	"Minichreiter  2010"	"neolithic"	"charcoal"
"1607"	"Z-3927"	"charcoal"	"nd"	"Galovo Slavonski Brod"	"Neolithic"	"Starčevo"	45.1561	18.0099	"14C"	7550	40	"Minichreiter  2010"	"neolithic"	"charcoal"
"1608"	"Z-3928"	"charcoal"	"nd"	"Galovo Slavonski Brod"	"Neolithic"	"Starčevo"	45.1561	18.0099	"14C"	7570	70	"Minichreiter  2010"	"neolithic"	"charcoal"
"1609"	"Z-4357"	"charcoal"	"nd"	"Galovo Slavonski Brod"	"Neolithic"	"Starčevo"	45.1561	18.0099	"14C"	7890	150	"Minichreiter  2010"	"neolithic"	"charcoal"
"1610"	"Z-579"	"charcoal"	"nd"	"Gospodska pecina C"	"Neolithic"	"Impresso"	44.0313	16.3944	"14C"	7830	90	"Müller 1991, 354"	"neolithic"	"charcoal"
"1611"	"Z-2735"	"wood"	"nd"	"Grabrovac"	"Bronze Age"	"Late Vucedol"	45.2928	45.2928	"14C"	3840	130	"Obelic 2002"	"bronzeage"	"other"
"1612"	"Z-2736"	"wood"	"nd"	"Grabrovac"	"Bronze Age"	"Late Vucedol"	45.2928	45.2928	"14C"	4130	150	"Obelic 2002"	"bronzeage"	"other"
"1613"	"Z-2740"	"charcoal"	"nd"	"Grabrovac"	"Bronze Age"	"Late Vucedol"	45.2928	45.2928	"14C"	3940	140	"Obelic 2002"	"bronzeage"	"charcoal"
"1614"	"Z-2741"	"charcoal"	"nd"	"Grabrovac"	"Bronze Age"	"Litzen"	45.2928	45.2928	"14C"	3450	100	"Obelic 2002"	"bronzeage"	"charcoal"
"1615"	"Z-2757"	"charcoal"	"nd"	"Grabrovac"	"Bronze Age"	"Litzen"	45.2928	45.2928	"14C"	3580	120	"Obelic 2002"	"bronzeage"	"charcoal"
"1616"	"Z-2758"	"charcoal"	"nd"	"Grabrovac"	"Bronze Age"	"Litzen"	45.2928	45.2928	"14C"	3480	90	"Obelic 2002"	"bronzeage"	"charcoal"
"1617"	"GrN-10312"	"charcoal"	"nd"	"Gudnja"	"Neolithic"	"Luka"	42.8371	17.7515	"14C"	7350	50	"Müller 1991, 354"	"neolithic"	"charcoal"
"1618"	"GrN-10313"	"charcoal"	"nd"	"Gudnja"	"Neolithic"	"Luka"	42.8371	17.7515	"14C"	7430	40	"Müller 1991, 354"	"neolithic"	"charcoal"
"1619"	"GrN-10314"	"charcoal"	"nd"	"Gudnja I"	"Neolithic"	"Imp. A/B"	42.8371	17.7515	"14C"	7770	60	"Müller 1991, 354"	"neolithic"	"charcoal"
"1620"	"GrN-10315"	"charcoal"	"nd"	"Gudnja I"	"Neolithic"	"Imp. A/B"	42.8371	17.7515	"14C"	8010	70	"Müller 1991, 354"	"neolithic"	"charcoal"
"1621"	"GrN-10311"	"charcoal"	"nd"	"Gudnja II, III"	"Neolithic"	"Imp. C"	42.8371	17.7515	"14C"	7470	30	"Müller 1991, 354"	"neolithic"	"charcoal"
"1622"	"Z-778"	"charcoal"	"nd"	"Kopačina Špilja"	"Epipalaeolithic"	"Sauverterrian?"	0	0	"14C"	8720	200	"Gehlen 2010"	"epipalaeolithic"	"charcoal"
"1623"	"Z-3595"	"charcoal"	"nd"	"Krusevica-Nijevice"	"Neolithic"	"Sopot"	45.0749	18.4796	"14C"	7010	100	"Obelic 2011"	"neolithic"	"charcoal"
"1624"	"Bln-585"	"charcoal"	"Quercus"	"Letenye"	"Neolithic"	"Lengyel"	46.4333	16.7167	"14C"	6220	150	"Berlin Date List IV"	"neolithic"	"charcoal"
"1625"	"M-2455"	"charcoal"	"nd"	"Lupljanica"	"Neolithic"	"Final Neolithic"	45.33	18	"14C"	6400	220	"Borić 2009"	"neolithic"	"charcoal"
"1626"	"Hd-11733"	"bone"	"nd"	"Medulin-Vižula"	"Neolithic"	"Early Neolithic"	44.7667	13.9597	"14C"	7040	100	"Müller 1991, 354"	"neolithic"	"bone"
"1627"	"Hd-12093"	"bone"	"nd"	"Medulin-Vižula"	"Neolithic"	"Early Neolithic"	44.7667	13.9597	"14C"	7720	160	"Müller 1991, 354"	"neolithic"	"bone"
"1628"	"AECV-2011C"	"nd"	"nd"	"nd"	"Neolithic"	"nd"	0	0	"14C"	7640	50	"Biagi 2002"	"neolithic"	"unknown"
"1629"	"AECV-2012C"	"nd"	"nd"	"nd"	"Neolithic"	"nd"	0	0	"14C"	7700	60	"Biagi 2002"	"neolithic"	"unknown"
"1630"	"Beta-103482"	"nd"	"nd"	"nd"	"Neolithic"	"nd"	0	0	"14C"	6250	60	"Biagi 2002"	"neolithic"	"unknown"
"1631"	"Beta-103483"	"nd"	"nd"	"nd"	"Neolithic"	"nd"	0	0	"14C"	6520	90	"Biagi 2002"	"neolithic"	"unknown"
"1632"	"Beta-103484"	"nd"	"nd"	"nd"	"Neolithic"	"nd"	0	0	"14C"	6180	100	"Biagi 2002"	"neolithic"	"unknown"
"1633"	"Beta-103485"	"nd"	"nd"	"nd"	"Neolithic"	"nd"	0	0	"14C"	7020	110	"Biagi 2002"	"neolithic"	"unknown"
"1634"	"Beta-103486"	"nd"	"nd"	"nd"	"Neolithic"	"nd"	0	0	"14C"	6730	70	"Biagi 2002"	"neolithic"	"unknown"
"1635"	"Beta-103487"	"nd"	"nd"	"nd"	"Neolithic"	"nd"	0	0	"14C"	6850	100	"Biagi 2002"	"neolithic"	"unknown"
"1636"	"Beta-120271"	"nd"	"nd"	"nd"	"Epipalaeolithic"	"nd"	0	0	"14C"	10230	140	"Biagi 2002"	"epipalaeolithic"	"unknown"
"1637"	"Beta-71143"	"nd"	"nd"	"nd"	"Neolithic"	"nd"	0	0	"14C"	7680	70	"Biagi 2002"	"neolithic"	"unknown"
"1638"	"Beta-71144"	"nd"	"nd"	"nd"	"Neolithic"	"nd"	0	0	"14C"	7540	60	"Biagi 2002"	"neolithic"	"unknown"
"1639"	"Hd-13262"	"nd"	"nd"	"nd"	"Neolithic"	"nd"	0	0	"14C"	7200	80	"Biagi 2002"	"neolithic"	"unknown"
"1640"	"OxA-1953"	"nd"	"nd"	"nd"	"Neolithic"	"nd"	0	0	"14C"	7350	70	"Biagi 2002"	"neolithic"	"unknown"
"1641"	"Pi-6578"	"nd"	"nd"	"nd"	"Neolithic"	"nd"	0	0	"14C"	7460	120	"Biagi 2002"	"neolithic"	"unknown"
"1642"	"R-2938"	"nd"	"nd"	"nd"	"Neolithic"	"nd"	0	0	"14C"	7480	50	"Biagi 2002"	"neolithic"	"unknown"
"1643"	"Si-2223"	"nd"	"nd"	"nd"	"Epipalaeolithic"	"nd"	0	0	"14C"	7430	90	"Biagi 2002"	"epipalaeolithic"	"unknown"
"1644"	"Si-2228"	"nd"	"nd"	"nd"	"Epipalaeolithic"	"nd"	0	0	"14C"	10330	90	"Biagi 2002"	"epipalaeolithic"	"unknown"
"1645"	"TO-6082"	"nd"	"nd"	"nd"	"Epipalaeolithic"	"nd"	0	0	"14C"	9920	190	"Biagi 2002"	"epipalaeolithic"	"unknown"
"1646"	"TO-6084"	"nd"	"nd"	"nd"	"Epipalaeolithic"	"nd"	0	0	"14C"	9870	200	"Biagi 2002"	"epipalaeolithic"	"unknown"
"1647"	"UtC-1462"	"nd"	"nd"	"nd"	"Epipalaeolithic"	"nd"	0	0	"14C"	9290	100	"Biagi 2002"	"epipalaeolithic"	"unknown"
"1648"	"Z-859"	"nd"	"nd"	"nd"	"Neolithic"	"nd"	0	0	"14C"	7230	70	"Biagi 2002"	"neolithic"	"unknown"
"1649"	"Z-3234"	"charcoal"	"nd"	"Nova Gradiska-Slavca"	"Neolithic"	"Sopot II/III"	45.2606	17.3803	"14C"	6420	100	"Obelic 2004"	"neolithic"	"charcoal"
"1650"	"Z-3290"	"charcoal"	"nd"	"Nova Gradiska-Slavca"	"Neolithic"	"Sopot II/III"	45.2606	17.3803	"14C"	6830	110	"Obelic 2004"	"neolithic"	"charcoal"
"1651"	"Z-3291"	"charcoal"	"nd"	"Nova Gradiska-Slavca"	"Neolithic"	"Sopot II/III"	45.2606	17.3803	"14C"	6840	110	"Obelic 2004"	"neolithic"	"charcoal"
"1652"	"Bln-636"	"charcoal"	"nd"	"Obre I"	"Neolithic"	"Imp.C-Star"	44.0297	18.6978	"14C"	7670	140	"Müller 1991, 354"	"neolithic"	"charcoal"
"1653"	"UCLA-1605G"	"bone"	"nd"	"Obre I"	"Neolithic"	"Imp.C-Star"	44.0297	18.6978	"14C"	7570	60	"Müller 1991, 354"	"neolithic"	"bone"
"1654"	"UCLA-1605I"	"bone"	"nd"	"Obre I"	"Neolithic"	"Imp.B?-Star"	44.0297	18.6978	"14C"	8070	70	"Müller 1991, 354"	"neolithic"	"bone"
"1655"	"SI-2217"	"charcoal"	"nd"	"Odmut Cave "	"Neolithic"	"Starčevo and Impresso"	43.3159	18.6899	"14C"	7820	100	"Müller 1991, 354"	"neolithic"	"charcoal"
"1656"	"SI-2219"	"charcoal"	"nd"	"Odmut Cave "	"Neolithic"	"Starčevo and Impresso"	43.3159	18.6899	"14C"	7800	100	"Müller 1991, 354"	"neolithic"	"charcoal"
"1657"	"SI-2220"	"charcoal"	"nd"	"Odmut Cave "	"Epipalaeolithic"	"Cas."	43.3159	18.6899	"14C"	7980	110	"Müller 1991, 354"	"epipalaeolithic"	"charcoal"
"1658"	"SI-2221"	"charcoal"	"nd"	"Odmut Cave "	"Epipalaeolithic"	"Cas."	43.3159	18.6899	"14C"	8510	80	"Müller 1991, 354"	"epipalaeolithic"	"charcoal"
"1659"	"SI-2222"	"charcoal"	"nd"	"Odmut Cave "	"Neolithic"	"Impresso"	43.3159	18.6899	"14C"	7750	100	"Müller 1991, 354"	"neolithic"	"charcoal"
"1660"	"SI-2223"	"charcoal"	"nd"	"Odmut Cave "	"Neolithic"	"Impresso"	43.3159	18.6899	"14C"	7430	90	"Müller 1991, 354"	"neolithic"	"charcoal"
"1661"	"SI-2224"	"charcoal"	"nd"	"Odmut Cave "	"Epipalaeolithic"	"nd"	43.3159	18.6899	"14C"	9610	110	"Müller 1991, 354"	"epipalaeolithic"	"charcoal"
"1662"	"SI-2226"	"charcoal"	"nd"	"Odmut Cave "	"Epipalaeolithic"	"nd"	43.3159	18.6899	"14C"	8570	90	"Müller 1991, 354"	"epipalaeolithic"	"charcoal"
